Date,AbbVie,Abbott Laboratories,Agilent,Amgen,Baxter International,Becton Dickinson,Bio-Techne,Boston Scientific,Bristol Myers Squibb,Cardinal Health,Centene,Edwards Lifesciences,Gilead Sciences,Hologic,Humana,Intuitive Surgical,Johnson & Johnson,McKesson,Medtronic,Molina Healthcare,Pfizer,Quest Diagnostics,Regeneron,Steris,Thermo Fisher Scientific,UnitedHealth Group,Vertex Pharmaceuticals,Zimmer Holdings,Zoetis
2019-01-02,-3.2948586022638517,-4.71942270402428,-3.6839730456718374,-1.5216249410203153,-1.2557421998499356,-4.034891511826904,-4.101195950974891,-4.497966564830704,-13.942401927793593,-2.0190811040023426,-2.7256653372165376,-3.7389452632854163,2.8530917598869414,-0.36439197376534804,-4.222445500724438,-3.3881956245915634,-1.5890401403498042,-0.11497059677089004,-2.8093736034398225,-6.191866331439175,-2.7976942709478747,-1.8133113021446428,-0.09666412490084787,-2.554250094396725,-3.3041655548724265,-2.727011064047518,-0.2133142976656043,-1.8087634532068766,-3.4564461201577212
2019-01-03,3.221692837873909,2.8541216472486943,3.461353897367099,3.418354778238485,3.1327489731732374,2.7414721561168522,6.172392814544208,3.950164822509936,3.922873447837945,1.7210106978244044,3.2842073057561807,3.522208915303044,4.597701149425287,2.272734520181205,2.5658074145151417,4.761905246052546,1.6783332722431445,1.2307414198698776,3.136337508354835,3.5505213239412776,2.283540205093482,2.516111516631522,6.845302660683789,2.39456072604648,4.519958722087745,1.1695119030148036,5.478532617584615,3.4153182480714777,3.923497637843594
2019-01-04,1.4595296465835386,1.4975725061311835,2.123433255559196,1.3456840206502694,-0.49624335496945493,0.7604048891527745,0.9620038319634499,0.6138529380083243,3.2416303637215047,1.9590407479660326,0.8544008025480686,0.6858529111023695,0.4542088770604396,3.422733334255746,-0.014463359709382452,1.4331706102295931,-0.6414767136653375,0.900899818771032,-6.445024942918051,7.377344581182014,0.5348828141545904,-0.08463268721926508,-0.23141314008426137,0.22134127555894803,1.3483069837791974,0.19197342594144476,1.8239775396275706,0.038512060441359366,0.6016924185729127
2019-01-07,0.46475396279788583,-1.2006281421038523,1.4659736414399047,1.2823714808952131,-0.2720270668833998,1.8569389579019953,0.987114335897524,2.789084689830296,-0.8675855613905041,1.5283859707426042,1.379914262929858,1.9166522539182103,-0.6855327267207757,0.9138032021409788,-0.5965702424579661,0.9510144827420585,2.322655324792877,2.037099914777759,0.703458887231715,8.968150792860934,0.4626445432860631,1.9240125593276827,0.15883944105505582,2.4678314863517063,2.327028132386667,1.3370507458330534,1.3306774277352973,-2.24254331638469,1.4893917233010774
2019-01-08,-3.2823034771265642,1.6691059131938029,2.093466210545188,-0.11963785077208483,1.7123881184922818,2.132909300435051,1.1132224464523421,1.4132277696582782,-1.6878544383432785,0.1720469485047043,1.852172201899225,1.1401648186219022,-0.2202877141306389,2.9858081313734663,0.48012488974798934,7.064320821057336,-0.7925623152311144,0.4672526174799526,1.5295727943303388,1.7769455402379661,-0.2072280599235707,0.24931624849017614,0.5839945500704594,0.7871839326136502,2.7872005309989816,0.14386374827343745,2.3065270520454946,0.8171694638066676,-0.358213029020351
2019-01-09,0.44414007572224246,-0.5184340404586426,0.938630362280009,1.1528660053331514,0.2830673483865343,0.879316286563467,3.1753460756918264,0.19509390395872642,1.1445547096957185,2.168308891864065,0.1606993204915413,0.4923888078785768,0.14718644469778436,1.1406832731696614,-0.445252845729638,0.18565140876240657,0.6049903687246999,3.1963459420053653,0.6405614075734635,1.87609848912395,-2.3765585743413293,0.34344020267950404,2.1222311605424915,1.3761001260286694,1.0448839743985021,0.5048414589641973,2.0460755156872152,1.2890643255960117,-0.3826995456427205
2019-01-10,0.12471724961182643,0.3618992376569587,0.6866891517325001,-1.0459814455286647,-0.7428317012859004,-0.25277908292539464,2.6546956641569275,-1.0848383348310926,0.5658014477303351,0.0,1.3173494444432274,-1.4892665252983333,0.17637087737699536,0.775371254016255,3.072508379240456,-2.461057351274302,0.03083284562696492,0.09833066673368332,0.0,0.25557096650509825,1.3472022937799408,0.35406043960546135,0.13968713611456168,0.8896645249594495,0.47726676159064046,1.1434651478707363,1.144979248932575,0.5399193549303742,0.18625847482277644
2019-01-11,-4.019924720310241,-1.5289271022541322,-0.8951367973907861,-1.8847221905218252,-1.0327717964763865,-1.0879556810243043,-0.9444162089207384,-0.7030370932093778,-0.04167630144644508,-0.6514002359677467,1.6002651402112638,-2.166228725448754,-1.3350991977942812,-0.8393579283622981,-0.4903568781358515,-0.5165014869256711,-1.1329489176902696,-0.3847423105873076,-0.10607772486481296,-0.4723383263975897,-1.1893668480915702,-1.8228806828357553,-1.9332877669494553,-1.9727256081321154,-2.066669464111328,0.15746735274022788,-2.258715942433754,-1.5247452051177501,-1.812686036310458
2019-01-14,0.8730507847087711,3.222505765071184,1.2186358051915323,1.3212755969328578,2.1476075468232145,1.943637602912574,1.6124931482881313,3.993202471180455,3.6481133113766244,0.7402755876796097,2.641510402294401,8.428651001222127,1.8884708447084109,0.9640250627321401,2.3149457920241234,2.536253395141883,0.8419097609384987,1.1175943652449207,1.5103230434181416,1.7777782375529663,0.8496591854803252,1.8567265932369459,1.0705407405810974,1.6971174997491907,0.18295096445430448,3.551559157180427,1.5061654931838813,1.4412349913921827,0.3668610160872781
2019-01-15,0.05848310147112573,-0.9223804663252152,-0.807365024282764,-0.24576461087563317,1.0660367351839906,0.21232312009988757,0.9571815133816599,-0.27233737879610154,-1.186645490954288,1.658612393689243,1.0709689166205123,-3.362327763202128,-1.2842926102317846,0.06987097101462389,1.6250312461272776,0.09117796567722841,-1.0204138203390833,0.4469690440657316,1.1158887575198713,0.6365188412897341,-1.4509772593379437,-0.8938047126204526,-0.11850784696302921,1.4499327783991436,-0.3567317847436994,1.7868947036015663,-0.2839076495022841,0.7967735277556858,-1.8865682350900703
2019-01-16,1.9286894653716464,1.002573691351761,1.1280892893016778,1.5234545671453084,1.259889515730177,2.0927882745223734,1.0167100483766027,0.5188488447519213,0.9566403333764119,-0.5163155916026866,-0.9410109520966807,1.576864932538014,1.4932024620701556,0.302530253025286,-0.7773606799146049,3.5566851745988677,0.8200586588686829,0.6391593246603082,0.7012307452942491,-0.4192155027589713,0.8549052812650502,0.9849316056938263,3.173974407148117,1.2584283378686798,1.5087555779154869,-0.6463713365861606,2.3475748156116576,1.1619022686394522,1.2498508916837765
2019-01-17,2.637618270930658,1.276235917075012,1.5673547234322924,0.9706847918190159,2.1845984473873687,2.5284884141245847,0.7533196935428328,2.3906471626933414,1.0483880519371194,1.8268654796888943,1.0776771291550495,5.845009984720113,0.772030251298803,2.3665904730278053,1.560033233562019,1.547878276403453,1.239450111476988,1.832943798122269,-0.34246053377718527,1.1521513203135512,0.14127801170536905,2.2796738850661726,0.3497990890790386,0.13315714500406148,1.045474036321634,2.2058017587345513,2.193991487530889,-0.8284703682241228,0.4035564841431751
2019-01-18,-0.9385433942912011,0.09801133662679912,-0.8480475570186665,-0.9319252058903793,-1.3733450786190613,-1.1938206690974202,-1.3237750115514175,-1.140887027974193,-0.7980800472985938,-0.8154897398640847,-0.8450479162962284,-0.07124951328122187,-0.9106638488563794,0.15865751704183306,1.0894577234068452,-1.0635000159464099,-1.4461698326892316,-0.6315587226079314,-0.3436460953843825,-1.7450345155440552,-0.6113378756836201,-0.9880521614265565,-3.3640522541032136,-0.0886578907889827,0.016618169003683788,0.0715640080626177,-0.4211566914650076,-1.3480144498590871,-0.5910864424237285
2019-01-22,-0.2368674770954674,-2.2100912699297792,0.462705878388606,-0.20794047818075467,-0.02871701322034032,-0.020901646979900296,0.6956154364249973,-0.1878682178677711,0.48269882919793156,0.4522043147086724,-0.007966655505651708,-0.36841555876903764,-0.4376411938760951,0.4752272136143509,0.16734721267916616,-1.2724052880837664,0.0,0.1986176170213746,0.18391225529813218,-0.5201844162382444,-0.2602272703492913,0.1508438767203873,-0.8746160703945337,0.6654836027586049,0.31574980276731174,0.5005783281435034,-2.0579767859897435,0.8275614978939628,-0.47567358057326886
2019-01-23,-2.9055961373611936,1.3588855649811356,0.739705189127522,-0.2927149955531647,0.44514296569598943,0.6606983441486404,0.06784716402807173,0.1075582602969583,-1.8815024898611972,-0.7161826923895032,0.9479069879941869,0.9125105417784776,-0.5714276771405677,0.4054060788058005,0.4176690741441123,1.1642633533196267,-1.3742268870519108,-0.5153833743446664,0.08031171624955927,-0.126987506645159,-2.870016098022461,-0.8226151136091218,1.6749336666147294,1.1458819627389514,-0.3644516103469324,-0.33330243707477886,-1.7431131545804772,0.4390149990478741,-0.035845117005317326
2019-01-24,-6.217974509399622,0.40925897971976455,2.0365769111775913,-1.094689224699861,0.5432521792583858,0.9720838599913308,1.2635525909515122,0.5909245861084155,-0.18359884077405514,1.7106306853395896,1.7912069619954059,0.851062995124357,1.532568385165471,0.5607895687116113,0.049909791732481085,-3.931958755844573,0.9446563487157656,1.2592666100922663,-0.2407505511697253,1.2116757015362531,-0.7570190019123564,-0.22195656004498487,2.5396553465424168,1.2026119855494157,0.13300858882461383,0.7214454871414044,1.5650113304154247,2.0619537419029665,1.2311722856920861
2019-01-25,-4.221506688887333,-2.951508684588398,-0.5159604547719867,-3.4311048838487226,-0.2275041347129957,-0.5019356246525836,-0.21303235682590052,-1.6021422606007771,-1.2466801687042643,-0.4255300728788709,-0.03100254738977713,-1.3478663817805019,-1.4368618894698966,-0.46844276286522135,0.3159545796768839,-3.5550633620176306,0.592692654564113,-1.0074823911416526,-0.6894949405504264,0.5985793044283862,-2.7312995339402097,0.09365905424453722,-1.0375567786062665,-0.9902642931910635,-1.2536276837639122,-0.4775224165596664,-0.7440652570497871,-1.461693518886494,-1.2280090749163461
2019-01-28,0.4277959990481554,0.9268636659852327,0.3957976372512728,0.08335694954584821,0.11401144811500565,0.2522338639468866,0.35988552464582,0.4341922768992263,0.0,0.40700196463898247,-0.8297202764519485,-1.3187626132121406,2.473851546438081,-1.1205737605760178,-0.2685401138750919,-0.4992612820369152,1.0388373368676531,-0.38164565504544307,0.05786051008709799,-1.12392472226382,3.1368507647347688,0.7720244222734776,0.7730357760812535,-0.8697164470379165,-0.4119770330469273,0.21366995827613028,-0.9091347165567871,-0.17006219353723573,0.9085500566253377
2019-01-29,2.0524026240310853,2.855499776230709,2.555743536172624,-3.773879536185553,2.092528428047153,1.24974142191567,2.3460770917098395,1.107808338303984,1.1175515706495043,-1.1755205295115232,1.6967692386438111,1.5771724950221309,0.3448850492802561,2.0172244134059807,1.851608000998248,2.8791088978328907,1.0051389090686005,-0.255407209263226,1.5728004986149389,-0.44576974465676,1.9867558812344872,0.8937859888895119,0.6616348570077878,-0.29830141890803274,3.4444929811500566,1.13338775372289,0.3594796391203969,2.6500076567246897,0.8055830426251841
2019-01-30,1.555784714035693,1.8136203211817556,0.8085903905230464,1.2171372890680423,1.0736149330183424,1.6213116873170408,3.604731484185691,1.9508375004128682,1.0437951599721307,2.48154827896203,0.3921342266635318,0.9956170090919416,0.2577692975166611,-1.3552473192661034,0.8485836553520851,2.9814326090900045,1.0938942935907405,2.624628908744457,0.6375925616749192,-0.761197218254431,2.092354827236943,0.49470813878757225,2.229045574035487,0.36958656388692723,0.24891888371366694,-0.06287047868702059,2.063619645749725,1.0142001791188515,1.2575007289573419
2019-01-31,0.26155073119702055,-0.84955154571547,-0.013152052372255047,-0.0213742108932623,-0.4966210800945418,-0.8177634284672377,0.7050301961505626,-0.5766742120675618,1.0532721673360996,-1.2607585605865823,0.9266993851609365,-1.0092719168423887,0.057136001009551615,-1.5765782407269784,-0.8705791535077981,0.19288247579134354,0.841595357512345,-0.7173475001523015,-0.09051004820354903,4.421721365414964,1.0129583694161708,0.3777926008235204,0.20500032737775958,0.5874152311774694,-0.9117944844138551,-0.5477464542799941,0.31952260156633777,6.425697222971557,1.1374137487067397
2019-02-01,-2.4472064853454967,0.19347621402370427,-0.013153782364600575,-0.4757655495757686,0.6100131126587558,-0.10508448409782048,1.1895932089747976,0.0,1.9242315017382765,1.1552486685477283,-1.3734994501139024,1.5471231676649113,0.0,0.4805470956667572,-0.11100109416929914,-0.4231423816484797,-0.9836006672479863,3.871823297640825,-0.566187310409843,-1.8003744699779536,-1.0261200502511338,0.2851277362338723,-1.1042659694057992,0.6362727326591209,0.06572882016330198,-0.1897922608321673,-1.848375347718651,1.2693003754786996,-0.19508626364014753
2019-02-04,1.477147179601371,0.8413801522090517,0.3682740810106645,1.1440568087902538,-0.7165449156030423,-1.9218356431727348,6.074925821754203,-0.47455919780527683,-1.3765918765925378,0.5810477187216033,-1.9235207944291157,-0.7004805035587512,-3.383301418032642,0.5465763591455391,-0.8334383135656305,0.0880513626230947,0.0,-0.3704750149144113,0.25054233779738216,1.620714801976481,-0.7775735642419994,-0.5004008186957214,-1.024914295749484,2.2951684972213764,0.9934719016902747,-0.7083978811440578,-0.5106880928274681,0.20325170788400562,0.459930459083041
2019-02-05,-0.7654669239094054,0.5197609769465182,-0.013097244339790908,1.3010445435749707,-0.38862789289580035,0.2722647751343269,-0.7158797806805995,2.701987967585886,1.9740734469542591,1.1752990908786258,-1.027690865339841,0.2762902791016869,1.5809688091008935,-0.7248010957296301,-0.5405275464364359,-0.17976475976883236,0.09030336602811255,0.6450563991551793,0.9428624816133583,-0.20928666348651362,0.5224415858804712,0.1943145530813241,-3.4391057126304454,0.4063971933440106,0.5040467951921269,1.19785305495504,-2.4756736055182786,-0.11832577005229047,0.24035604655039516
